,id,gender,age,mask,img_path,class
31,3297,1,0,1,/opt/ml/input/data/train/new_images/003297_female_Asian_20/003297_female_Asian_20_incorrect_mask.jpg,9
32,3297,1,0,2,/opt/ml/input/data/train/new_images/003297_female_Asian_20/003297_female_Asian_20_normal.jpg,15
33,3297,1,0,0,/opt/ml/input/data/train/new_images/003297_female_Asian_20/003297_female_Asian_20_mask2.jpg,3
34,3297,1,0,0,/opt/ml/input/data/train/new_images/003297_female_Asian_20/003297_female_Asian_20_mask4.jpg,3
35,4484,0,0,2,/opt/ml/input/data/train/new_images/004484_male_Asian_20/004484_male_Asian_20_normal.jpg,12
36,4484,0,0,0,/opt/ml/input/data/train/new_images/004484_male_Asian_20/004484_male_Asian_20_mask4.jpg,0
37,4484,0,0,1,/opt/ml/input/data/train/new_images/004484_male_Asian_20/004484_male_Asian_20_incorrect_mask.jpg,6
38,4484,0,0,0,/opt/ml/input/data/train/new_images/004484_male_Asian_20/004484_male_Asian_20_mask1.jpg,0
39,4484,0,0,0,/opt/ml/input/data/train/new_images/004484_male_Asian_20/004484_male_Asian_20_mask3.jpg,0
40,4484,0,0,0,/opt/ml/input/data/train/new_images/004484_male_Asian_20/004484_male_Asian_20_mask5.jpg,0
41,4484,0,0,0,/opt/ml/input/data/train/new_images/004484_male_Asian_20/004484_male_Asian_20_mask2.jpg,0
42,3233,1,0,0,/opt/ml/input/data/train/new_images/003233_female_Asian_19/003233_female_Asian_19_mask5.jpg,3
43,3233,1,0,2,/opt/ml/input/data/train/new_images/003233_female_Asian_19/003233_female_Asian_19_normal.jpg,15
44,3233,1,0,0,/opt/ml/input/data/train/new_images/003233_female_Asian_19/003233_female_Asian_19_mask1.jpg,3
45,3233,1,0,1,/opt/ml/input/data/train/new_images/003233_female_Asian_19/003233_female_Asian_19_incorrect_mask.jpg,9
46,3233,1,0,0,/opt/ml/input/data/train/new_images/003233_female_Asian_19/003233_female_Asian_19_mask2.jpg,3
47,3233,1,0,0,/opt/ml/input/data/train/new_images/003233_female_Asian_19/003233_female_Asian_19_mask4.jpg,3
48,3233,1,0,0,/opt/ml/input/data/train/new_images/003233_female_Asian_19/003233_female_Asian_19_mask3.jpg,3
49,1576,1,0,0,/opt/ml/input/data/train/new_images/001576_female_Asian_24/001576_female_Asian_24_mask4.jpg,3
50,1576,1,0,0,/opt/ml/input/data/train/new_images/001576_female_Asian_24/001576_female_Asian_24_mask3.jpg,3
51,1576,1,0,0,/opt/ml/input/data/train/new_images/001576_female_Asian_24/001576_female_Asian_24_mask1.jpg,3
52,1576,1,0,2,/opt/ml/input/data/train/new_images/001576_female_Asian_24/001576_female_Asian_24_normal.jpg,15
53,1576,1,0,0,/opt/ml/input/data/train/new_images/001576_female_Asian_24/001576_female_Asian_24_mask5.jpg,3
54,1576,1,0,0,/opt/ml/input/data/train/new_images/001576_female_Asian_24/001576_female_Asian_24_mask2.jpg,3
55,1576,1,0,1,/opt/ml/input/data/train/new_images/001576_female_Asian_24/001576_female_Asian_24_incorrect_mask.jpg,9
56,1525,1,2,0,/opt/ml/input/data/train/new_images/001525_female_Asian_60/001525_female_Asian_60_mask3.jpg,5
57,1525,1,2,0,/opt/ml/input/data/train/new_images/001525_female_Asian_60/001525_female_Asian_60_mask5.jpg,5
58,1525,1,2,0,/opt/ml/input/data/train/new_images/001525_female_Asian_60/001525_female_Asian_60_mask2.jpg,5
59,1525,1,2,0,/opt/ml/input/data/train/new_images/001525_female_Asian_60/001525_female_Asian_60_mask1.jpg,5
60,1525,1,2,0,/opt/ml/input/data/train/new_images/001525_female_Asian_60/001525_female_Asian_60_mask4.jpg,5
61,1525,1,2,2,/opt/ml/input/data/train/new_images/001525_female_Asian_60/001525_female_Asian_60_normal.jpg,17
62,1525,1,2,1,/opt/ml/input/data/train/new_images/001525_female_Asian_60/001525_female_Asian_60_incorrect_mask.jpg,11
63,3023,1,0,0,/opt/ml/input/data/train/new_images/003023_female_Asian_20/003023_female_Asian_20_mask4.jpg,3
64,3023,1,0,0,/opt/ml/input/data/train/new_images/003023_female_Asian_20/003023_female_Asian_20_mask1.jpg,3
65,3023,1,0,0,/opt/ml/input/data/train/new_images/003023_female_Asian_20/003023_female_Asian_20_mask3.jpg,3
66,3023,1,0,0,/opt/ml/input/data/train/new_images/003023_female_Asian_20/003023_female_Asian_20_mask5.jpg,3
67,3023,1,0,0,/opt/ml/input/data/train/new_images/003023_female_Asian_20/003023_female_Asian_20_mask2.jpg,3
68,3023,1,0,2,/opt/ml/input/data/train/new_images/003023_female_Asian_20/003023_female_Asian_20_normal.jpg,15
69,3023,1,0,1,/opt/ml/input/data/train/new_images/003023_female_Asian_20/003023_female_Asian_20_incorrect_mask.jpg,9
70,66,1,1,0,/opt/ml/input/data/train/new_images/000066_female_Asian_53/000066_female_Asian_53_mask5.jpg,4
71,66,1,1,0,/opt/ml/input/data/train/new_images/000066_female_Asian_53/000066_female_Asian_53_mask4.jpg,4
72,66,1,1,2,/opt/ml/input/data/train/new_images/000066_female_Asian_53/000066_female_Asian_53_normal.jpg,16
73,66,1,1,0,/opt/ml/input/data/train/new_images/000066_female_Asian_53/000066_female_Asian_53_mask2.jpg,4
74,66,1,1,0,/opt/ml/input/data/train/new_images/000066_female_Asian_53/000066_female_Asian_53_mask1.jpg,4
75,66,1,1,0,/opt/ml/input/data/train/new_images/000066_female_Asian_53/000066_female_Asian_53_mask3.jpg,4
76,66,1,1,1,/opt/ml/input/data/train/new_images/000066_female_Asian_53/000066_female_Asian_53_incorrect_mask.jpg,10
77,6336,1,0,0,/opt/ml/input/data/train/new_images/006336_female_Asian_18/006336_female_Asian_18_mask1.jpg,3
78,6336,1,0,0,/opt/ml/input/data/train/new_images/006336_female_Asian_18/006336_female_Asian_18_mask4.jpg,3
79,6336,1,0,1,/opt/ml/input/data/train/new_images/006336_female_Asian_18/006336_female_Asian_18_incorrect_mask.jpg,9
80,6336,1,0,0,/opt/ml/input/data/train/new_images/006336_female_Asian_18/006336_female_Asian_18_mask2.jpg,3
81,6336,1,0,0,/opt/ml/input/data/train/new_images/006336_female_Asian_18/006336_female_Asian_18_mask5.jpg,3
82,6336,1,0,2,/opt/ml/input/data/train/new_images/006336_female_Asian_18/006336_female_Asian_18_normal.jpg,15
83,6336,1,0,0,/opt/ml/input/data/train/new_images/006336_female_Asian_18/006336_female_Asian_18_mask3.jpg,3
84,4252,0,2,0,/opt/ml/input/data/train/new_images/004252_male_Asian_60/004252_male_Asian_60_mask4.jpg,2
85,4252,0,2,0,/opt/ml/input/data/train/new_images/004252_male_Asian_60/004252_male_Asian_60_mask1.jpg,2
86,4252,0,2,1,/opt/ml/input/data/train/new_images/004252_male_Asian_60/004252_male_Asian_60_incorrect_mask.jpg,8
87,4252,0,2,2,/opt/ml/input/data/train/new_images/004252_male_Asian_60/004252_male_Asian_60_normal.jpg,14
88,4252,0,2,0,/opt/ml/input/data/train/new_images/004252_male_Asian_60/004252_male_Asian_60_mask3.jpg,2
89,4252,0,2,0,/opt/ml/input/data/train/new_images/004252_male_Asian_60/004252_male_Asian_60_mask5.jpg,2
90,4252,0,2,0,/opt/ml/input/data/train/new_images/004252_male_Asian_60/004252_male_Asian_60_mask2.jpg,2
91,4396,1,2,1,/opt/ml/input/data/train/new_images/004396_female_Asian_60/004396_female_Asian_60_incorrect_mask.jpg,11
92,4396,1,2,0,/opt/ml/input/data/train/new_images/004396_female_Asian_60/004396_female_Asian_60_mask5.jpg,5
93,4396,1,2,0,/opt/ml/input/data/train/new_images/004396_female_Asian_60/004396_female_Asian_60_mask4.jpg,5
94,4396,1,2,2,/opt/ml/input/data/train/new_images/004396_female_Asian_60/004396_female_Asian_60_normal.jpg,17
95,4396,1,2,0,/opt/ml/input/data/train/new_images/004396_female_Asian_60/004396_female_Asian_60_mask2.jpg,5
96,4396,1,2,0,/opt/ml/input/data/train/new_images/004396_female_Asian_60/004396_female_Asian_60_mask3.jpg,5
97,4396,1,2,0,/opt/ml/input/data/train/new_images/004396_female_Asian_60/004396_female_Asian_60_mask1.jpg,5
98,5496,1,1,0,/opt/ml/input/data/train/new_images/005496_female_Asian_52/005496_female_Asian_52_mask4.jpg,4
99,5496,1,1,0,/opt/ml/input/data/train/new_images/005496_female_Asian_52/005496_female_Asian_52_mask1.jpg,4
100,5496,1,1,0,/opt/ml/input/data/train/new_images/005496_female_Asian_52/005496_female_Asian_52_mask2.jpg,4
101,5496,1,1,1,/opt/ml/input/data/train/new_images/005496_female_Asian_52/005496_female_Asian_52_incorrect_mask.jpg,10
102,5496,1,1,0,/opt/ml/input/data/train/new_images/005496_female_Asian_52/005496_female_Asian_52_mask3.jpg,4
103,5496,1,1,0,/opt/ml/input/data/train/new_images/005496_female_Asian_52/005496_female_Asian_52_mask5.jpg,4
104,5496,1,1,2,/opt/ml/input/data/train/new_images/005496_female_Asian_52/005496_female_Asian_52_normal.jpg,16
105,6504,1,0,0,/opt/ml/input/data/train/new_images/006504_female_Asian_20/006504_female_Asian_20_mask4.jpeg,3
106,6504,1,0,1,/opt/ml/input/data/train/new_images/006504_female_Asian_20/006504_female_Asian_20_incorrect_mask.jpeg,9
107,6504,1,0,0,/opt/ml/input/data/train/new_images/006504_female_Asian_20/006504_female_Asian_20_mask1.jpeg,3
108,6504,1,0,0,/opt/ml/input/data/train/new_images/006504_female_Asian_20/006504_female_Asian_20_mask2.jpeg,3
109,6504,1,0,2,/opt/ml/input/data/train/new_images/006504_female_Asian_20/006504_female_Asian_20_normal.jpeg,15
110,6504,1,0,0,/opt/ml/input/data/train/new_images/006504_female_Asian_20/006504_female_Asian_20_mask5.jpeg,3
111,6504,1,0,0,/opt/ml/input/data/train/new_images/006504_female_Asian_20/006504_female_Asian_20_mask3.jpeg,3
112,3803,1,1,0,/opt/ml/input/data/train/new_images/003803_female_Asian_46/003803_female_Asian_46_mask2.jpg,4
113,3803,1,1,0,/opt/ml/input/data/train/new_images/003803_female_Asian_46/003803_female_Asian_46_mask5.jpg,4
114,3803,1,1,1,/opt/ml/input/data/train/new_images/003803_female_Asian_46/003803_female_Asian_46_incorrect_mask.jpg,10
115,3803,1,1,0,/opt/ml/input/data/train/new_images/003803_female_Asian_46/003803_female_Asian_46_mask1.jpg,4
116,3803,1,1,2,/opt/ml/input/data/train/new_images/003803_female_Asian_46/003803_female_Asian_46_normal.jpg,16
117,3803,1,1,0,/opt/ml/input/data/train/new_images/003803_female_Asian_46/003803_female_Asian_46_mask3.jpg,4
118,3803,1,1,0,/opt/ml/input/data/train/new_images/003803_female_Asian_46/003803_female_Asian_46_mask4.jpg,4
119,558,1,1,0,/opt/ml/input/data/train/new_images/000558_female_Asian_58/000558_female_Asian_58_mask3.jpg,4
120,558,1,1,0,/opt/ml/input/data/train/new_images/000558_female_Asian_58/000558_female_Asian_58_mask5.jpg,4
121,558,1,1,1,/opt/ml/input/data/train/new_images/000558_female_Asian_58/000558_female_Asian_58_incorrect_mask.jpg,10
122,558,1,1,2,/opt/ml/input/data/train/new_images/000558_female_Asian_58/000558_female_Asian_58_normal.jpg,16
123,558,1,1,0,/opt/ml/input/data/train/new_images/000558_female_Asian_58/000558_female_Asian_58_mask1.jpg,4
124,558,1,1,0,/opt/ml/input/data/train/new_images/000558_female_Asian_58/000558_female_Asian_58_mask4.jpg,4
125,558,1,1,0,/opt/ml/input/data/train/new_images/000558_female_Asian_58/000558_female_Asian_58_mask2.jpg,4
126,5536,1,1,2,/opt/ml/input/data/train/new_images/005536_female_Asian_39/005536_female_Asian_39_normal.jpg,16
127,5536,1,1,0,/opt/ml/input/data/train/new_images/005536_female_Asian_39/005536_female_Asian_39_mask4.jpg,4
128,5536,1,1,0,/opt/ml/input/data/train/new_images/005536_female_Asian_39/005536_female_Asian_39_mask5.jpg,4
129,5536,1,1,1,/opt/ml/input/data/train/new_images/005536_female_Asian_39/005536_female_Asian_39_incorrect_mask.jpg,10
130,5536,1,1,0,/opt/ml/input/data/train/new_images/005536_female_Asian_39/005536_female_Asian_39_mask2.jpg,4
131,5536,1,1,0,/opt/ml/input/data/train/new_images/005536_female_Asian_39/005536_female_Asian_39_mask1.jpg,4
132,5536,1,1,0,/opt/ml/input/data/train/new_images/005536_female_Asian_39/005536_female_Asian_39_mask3.jpg,4
133,1499,1,0,2,/opt/ml/input/data/train/new_images/001499_female_Asian_23/001499_female_Asian_23_normal.jpg,15
134,1499,1,0,0,/opt/ml/input/data/train/new_images/001499_female_Asian_23/001499_female_Asian_23_mask1.jpg,3
135,1499,1,0,0,/opt/ml/input/data/train/new_images/001499_female_Asian_23/001499_female_Asian_23_mask3.jpg,3
136,1499,1,0,0,/opt/ml/input/data/train/new_images/001499_female_Asian_23/001499_female_Asian_23_mask4.jpg,3
137,1499,1,0,0,/opt/ml/input/data/train/new_images/001499_female_Asian_23/001499_female_Asian_23_mask5.jpg,3
138,1499,1,0,0,/opt/ml/input/data/train/new_images/001499_female_Asian_23/001499_female_Asian_23_mask2.jpg,3
139,1499,1,0,1,/opt/ml/input/data/train/new_images/001499_female_Asian_23/001499_female_Asian_23_incorrect_mask.jpg,9
140,4472,1,1,0,/opt/ml/input/data/train/new_images/004472_female_Asian_49/004472_female_Asian_49_mask4.jpg,4
141,4472,1,1,0,/opt/ml/input/data/train/new_images/004472_female_Asian_49/004472_female_Asian_49_mask3.jpg,4
142,4472,1,1,0,/opt/ml/input/data/train/new_images/004472_female_Asian_49/004472_female_Asian_49_mask5.jpg,4
143,4472,1,1,1,/opt/ml/input/data/train/new_images/004472_female_Asian_49/004472_female_Asian_49_incorrect_mask.jpg,10
144,4472,1,1,0,/opt/ml/input/data/train/new_images/004472_female_Asian_49/004472_female_Asian_49_mask2.jpg,4
145,4472,1,1,0,/opt/ml/input/data/train/new_images/004472_female_Asian_49/004472_female_Asian_49_mask1.jpg,4
146,4472,1,1,2,/opt/ml/input/data/train/new_images/004472_female_Asian_49/004472_female_Asian_49_normal.jpg,16
147,1036,1,0,0,/opt/ml/input/data/train/new_images/001036_female_Asian_25/001036_female_Asian_25_mask3.jpg,3
148,1036,1,0,0,/opt/ml/input/data/train/new_images/001036_female_Asian_25/001036_female_Asian_25_mask1.jpg,3
149,1036,1,0,0,/opt/ml/input/data/train/new_images/001036_female_Asian_25/001036_female_Asian_25_mask5.jpg,3
150,1036,1,0,0,/opt/ml/input/data/train/new_images/001036_female_Asian_25/001036_female_Asian_25_mask4.jpg,3
151,1036,1,0,1,/opt/ml/input/data/train/new_images/001036_female_Asian_25/001036_female_Asian_25_incorrect_mask.jpg,9
152,1036,1,0,0,/opt/ml/input/data/train/new_images/001036_female_Asian_25/001036_female_Asian_25_mask2.jpg,3
153,1036,1,0,2,/opt/ml/input/data/train/new_images/001036_female_Asian_25/001036_female_Asian_25_normal.jpg,15
154,3484,1,1,1,/opt/ml/input/data/train/new_images/003484_female_Asian_52/003484_female_Asian_52_incorrect_mask.jpg,10
155,3484,1,1,0,/opt/ml/input/data/train/new_images/003484_female_Asian_52/003484_female_Asian_52_mask2.jpg,4
156,3484,1,1,0,/opt/ml/input/data/train/new_images/003484_female_Asian_52/003484_female_Asian_52_mask3.jpg,4
157,3484,1,1,0,/opt/ml/input/data/train/new_images/003484_female_Asian_52/003484_female_Asian_52_mask4.jpg,4
158,3484,1,1,2,/opt/ml/input/data/train/new_images/003484_female_Asian_52/003484_female_Asian_52_normal.jpg,16
159,3484,1,1,0,/opt/ml/input/data/train/new_images/003484_female_Asian_52/003484_female_Asian_52_mask1.jpg,4
160,3484,1,1,0,/opt/ml/input/data/train/new_images/003484_female_Asian_52/003484_female_Asian_52_mask5.jpg,4
161,1895,1,2,0,/opt/ml/input/data/train/new_images/001895_female_Asian_60/001895_female_Asian_60_mask5.jpg,5
162,1895,1,2,0,/opt/ml/input/data/train/new_images/001895_female_Asian_60/001895_female_Asian_60_mask2.jpg,5
163,1895,1,2,0,/opt/ml/input/data/train/new_images/001895_female_Asian_60/001895_female_Asian_60_mask4.jpg,5
164,1895,1,2,2,/opt/ml/input/data/train/new_images/001895_female_Asian_60/001895_female_Asian_60_normal.jpg,17
165,1895,1,2,1,/opt/ml/input/data/train/new_images/001895_female_Asian_60/001895_female_Asian_60_incorrect_mask.jpg,11
166,1895,1,2,0,/opt/ml/input/data/train/new_images/001895_female_Asian_60/001895_female_Asian_60_mask3.jpg,5
167,1895,1,2,0,/opt/ml/input/data/train/new_images/001895_female_Asian_60/001895_female_Asian_60_mask1.jpg,5
168,6448,1,0,0,/opt/ml/input/data/train/new_images/006448_female_Asian_18/006448_female_Asian_18_mask4.jpg,3
169,6448,1,0,1,/opt/ml/input/data/train/new_images/006448_female_Asian_18/006448_female_Asian_18_incorrect_mask.jpg,9
170,6448,1,0,0,/opt/ml/input/data/train/new_images/006448_female_Asian_18/006448_female_Asian_18_mask5.jpg,3
171,6448,1,0,0,/opt/ml/input/data/train/new_images/006448_female_Asian_18/006448_female_Asian_18_mask2.jpg,3
172,6448,1,0,2,/opt/ml/input/data/train/new_images/006448_female_Asian_18/006448_female_Asian_18_normal.jpg,15
173,6448,1,0,0,/opt/ml/input/data/train/new_images/006448_female_Asian_18/006448_female_Asian_18_mask1.jpg,3
174,6448,1,0,0,/opt/ml/input/data/train/new_images/006448_female_Asian_18/006448_female_Asian_18_mask3.jpg,3
175,1575,1,1,0,/opt/ml/input/data/train/new_images/001575_female_Asian_30/001575_female_Asian_30_mask4.jpg,4
176,1575,1,1,2,/opt/ml/input/data/train/new_images/001575_female_Asian_30/001575_female_Asian_30_normal.jpg,16
177,1575,1,1,0,/opt/ml/input/data/train/new_images/001575_female_Asian_30/001575_female_Asian_30_mask2.jpg,4
178,1575,1,1,0,/opt/ml/input/data/train/new_images/001575_female_Asian_30/001575_female_Asian_30_mask1.jpg,4
179,1575,1,1,0,/opt/ml/input/data/train/new_images/001575_female_Asian_30/001575_female_Asian_30_mask5.jpg,4
180,1575,1,1,1,/opt/ml/input/data/train/new_images/001575_female_Asian_30/001575_female_Asian_30_incorrect_mask.jpg,10
181,1575,1,1,0,/opt/ml/input/data/train/new_images/001575_female_Asian_30/001575_female_Asian_30_mask3.jpg,4
182,614,1,1,0,/opt/ml/input/data/train/new_images/000614_female_Asian_56/000614_female_Asian_56_mask2.jpg,4
183,614,1,1,0,/opt/ml/input/data/train/new_images/000614_female_Asian_56/000614_female_Asian_56_mask3.jpg,4
184,614,1,1,0,/opt/ml/input/data/train/new_images/000614_female_Asian_56/000614_female_Asian_56_mask1.jpg,4
185,614,1,1,0,/opt/ml/input/data/train/new_images/000614_female_Asian_56/000614_female_Asian_56_mask5.jpg,4
186,614,1,1,0,/opt/ml/input/data/train/new_images/000614_female_Asian_56/000614_female_Asian_56_mask4.jpg,4
187,614,1,1,1,/opt/ml/input/data/train/new_images/000614_female_Asian_56/000614_female_Asian_56_incorrect_mask.jpg,10
188,614,1,1,2,/opt/ml/input/data/train/new_images/000614_female_Asian_56/000614_female_Asian_56_normal.jpg,16
189,1577,1,0,0,/opt/ml/input/data/train/new_images/001577_female_Asian_25/001577_female_Asian_25_mask5.jpg,3
190,1577,1,0,0,/opt/ml/input/data/train/new_images/001577_female_Asian_25/001577_female_Asian_25_mask4.jpg,3
191,1577,1,0,1,/opt/ml/input/data/train/new_images/001577_female_Asian_25/001577_female_Asian_25_incorrect_mask.jpg,9
192,1577,1,0,2,/opt/ml/input/data/train/new_images/001577_female_Asian_25/001577_female_Asian_25_normal.jpg,15
193,1577,1,0,0,/opt/ml/input/data/train/new_images/001577_female_Asian_25/001577_female_Asian_25_mask2.jpg,3
194,1577,1,0,0,/opt/ml/input/data/train/new_images/001577_female_Asian_25/001577_female_Asian_25_mask1.jpg,3
195,1577,1,0,0,/opt/ml/input/data/train/new_images/001577_female_Asian_25/001577_female_Asian_25_mask3.jpg,3
196,6523,1,0,0,/opt/ml/input/data/train/new_images/006523_female_Asian_19/006523_female_Asian_19_mask3.jpeg,3
197,6523,1,0,0,/opt/ml/input/data/train/new_images/006523_female_Asian_19/006523_female_Asian_19_mask2.jpeg,3
198,6523,1,0,2,/opt/ml/input/data/train/new_images/006523_female_Asian_19/006523_female_Asian_19_normal.jpeg,15
199,6523,1,0,0,/opt/ml/input/data/train/new_images/006523_female_Asian_19/006523_female_Asian_19_mask5.jpeg,3
200,6523,1,0,0,/opt/ml/input/data/train/new_images/006523_female_Asian_19/006523_female_Asian_19_mask4.jpeg,3
201,6523,1,0,0,/opt/ml/input/data/train/new_images/006523_female_Asian_19/006523_female_Asian_19_mask1.jpeg,3
202,6523,1,0,1,/opt/ml/input/data/train/new_images/006523_female_Asian_19/006523_female_Asian_19_incorrect_mask.jpeg,9
203,1063,1,2,0,/opt/ml/input/data/train/new_images/001063_female_Asian_60/001063_female_Asian_60_mask4.jpg,5
204,1063,1,2,0,/opt/ml/input/data/train/new_images/001063_female_Asian_60/001063_female_Asian_60_mask3.jpg,5
205,1063,1,2,2,/opt/ml/input/data/train/new_images/001063_female_Asian_60/001063_female_Asian_60_normal.jpg,17
206,1063,1,2,0,/opt/ml/input/data/train/new_images/001063_female_Asian_60/001063_female_Asian_60_mask1.jpg,5
207,1063,1,2,0,/opt/ml/input/data/train/new_images/001063_female_Asian_60/001063_female_Asian_60_mask5.jpg,5
208,1063,1,2,1,/opt/ml/input/data/train/new_images/001063_female_Asian_60/001063_female_Asian_60_incorrect_mask.jpg,11
209,1063,1,2,0,/opt/ml/input/data/train/new_images/001063_female_Asian_60/001063_female_Asian_60_mask2.jpg,5
210,4481,0,0,0,/opt/ml/input/data/train/new_images/004481_male_Asian_29/004481_male_Asian_29_mask5.jpg,0
211,4481,0,0,2,/opt/ml/input/data/train/new_images/004481_male_Asian_29/004481_male_Asian_29_normal.jpg,12
212,4481,0,0,0,/opt/ml/input/data/train/new_images/004481_male_Asian_29/004481_male_Asian_29_mask1.jpg,0
213,4481,0,0,0,/opt/ml/input/data/train/new_images/004481_male_Asian_29/004481_male_Asian_29_mask3.jpg,0
214,4481,0,0,0,/opt/ml/input/data/train/new_images/004481_male_Asian_29/004481_male_Asian_29_mask2.jpg,0
215,4481,0,0,0,/opt/ml/input/data/train/new_images/004481_male_Asian_29/004481_male_Asian_29_mask4.jpg,0
216,4481,0,0,1,/opt/ml/input/data/train/new_images/004481_male_Asian_29/004481_male_Asian_29_incorrect_mask.jpg,6
217,19,1,1,0,/opt/ml/input/data/train/new_images/000019_female_Asian_57/000019_female_Asian_57_mask2.jpg,4
218,19,1,1,2,/opt/ml/input/data/train/new_images/000019_female_Asian_57/000019_female_Asian_57_normal.jpg,16
219,19,1,1,1,/opt/ml/input/data/train/new_images/000019_female_Asian_57/000019_female_Asian_57_incorrect_mask.jpg,10
220,19,1,1,0,/opt/ml/input/data/train/new_images/000019_female_Asian_57/000019_female_Asian_57_mask4.jpg,4
221,19,1,1,0,/opt/ml/input/data/train/new_images/000019_female_Asian_57/000019_female_Asian_57_mask1.jpg,4
222,19,1,1,0,/opt/ml/input/data/train/new_images/000019_female_Asian_57/000019_female_Asian_57_mask3.jpg,4
223,19,1,1,0,/opt/ml/input/data/train/new_images/000019_female_Asian_57/000019_female_Asian_57_mask5.jpg,4
224,5006,1,1,0,/opt/ml/input/data/train/new_images/005006_female_Asian_52/005006_female_Asian_52_mask4.jpg,4
225,5006,1,1,0,/opt/ml/input/data/train/new_images/005006_female_Asian_52/005006_female_Asian_52_mask1.jpg,4
226,5006,1,1,0,/opt/ml/input/data/train/new_images/005006_female_Asian_52/005006_female_Asian_52_mask2.jpg,4
227,5006,1,1,0,/opt/ml/input/data/train/new_images/005006_female_Asian_52/005006_female_Asian_52_mask5.jpg,4
228,5006,1,1,0,/opt/ml/input/data/train/new_images/005006_female_Asian_52/005006_female_Asian_52_mask3.jpg,4
229,5006,1,1,1,/opt/ml/input/data/train/new_images/005006_female_Asian_52/005006_female_Asian_52_incorrect_mask.jpg,10
230,5006,1,1,2,/opt/ml/input/data/train/new_images/005006_female_Asian_52/005006_female_Asian_52_normal.jpg,16
